First_pokemon,Second_pokemon,Winner,id_x,First_Type_1,First_Total,First_Hit_points,First_Attack,First_Defense,First_Special_attack,First_Special_defense,First_Speed,id_y,Second_Type_1,Second_Total,Second_Hit_points,Second_Attack,Second_Defense,Second_Special_attack,Second_Special_defense,Second_Speed,target
704,80,704,704,Flying,580,79,100,80,110,90,121,80,Water,515,80,70,65,80,120,100,1
177,345,177,177,Normal,415,85,76,64,45,55,90,345,Grass,400,50,60,45,100,80,65,1
208,671,671,208,Grass,425,75,75,55,105,85,30,671,Ghost,520,60,55,90,145,90,80,0
611,768,611,611,Water,460,70,92,65,80,55,98,768,Rock,521,82,121,119,69,59,71,1
769,773,773,769,Rock,362,77,59,50,67,63,46,773,Electric,431,67,58,57,81,67,101,0
409,463,409,409,Dragon,600,95,135,80,110,80,100,463,Bug,244,30,30,42,30,42,70,1
720,341,341,720,Grass,405,61,78,95,56,58,57,341,Electric,405,60,50,40,85,75,95,0
125,93,93,125,Normal,590,105,125,100,60,100,100,93,Normal,460,60,110,70,60,60,100,0
72,265,72,72,Psychic,590,55,50,65,175,95,150,265,Water,580,100,75,115,90,115,85,1
262,331,331,262,Normal,540,255,10,10,75,135,55,331,Steel,330,50,70,100,40,40,30,0
444,259,444,444,Normal,485,85,120,70,50,60,100,259,Electric,360,45,63,37,65,55,95,1
16,504,16,16,Bug,395,60,45,50,90,80,70,504,Poison,300,48,61,40,61,40,50,1
701,653,701,701,Rock,580,91,129,90,72,90,108,653,Grass,464,114,85,70,85,80,30,1
678,604,604,678,Bug,305,50,40,85,40,65,25,604,Bug,260,30,45,59,30,39,57,0
497,43,43,497,Fighting,285,40,70,40,35,40,60,43,Fire,299,38,41,40,50,65,65,0
100,125,125,100,Ghost,310,30,35,30,100,35,80,125,Normal,590,105,125,100,60,100,100,0
387,384,384,387,Ghost,455,64,115,65,83,63,65,384,Normal,420,70,70,70,70,70,70,0
178,451,451,178,Normal,262,60,30,30,36,56,50,451,Electric,523,80,120,79,95,79,70,0
71,147,147,71,Psychic,500,55,50,45,135,95,120,147,Electric,525,65,65,60,110,95,130,0
25,501,25,25,Normal,253,30,56,35,25,35,72,501,Ground,525,108,112,118,68,72,47,1
192,507,192,192,Psychic,320,40,50,45,70,45,70,507,Water,330,49,49,56,49,61,66,1
323,670,670,323,Normal,190,50,20,40,20,40,20,670,Ghost,370,60,40,60,95,60,55,0
220,660,660,220,Bug,290,50,65,90,35,35,15,660,Grass,489,74,94,131,54,116,20,0
553,703,553,553,Normal,720,120,120,120,120,120,120,703,Flying,580,79,115,70,125,80,111,1
181,646,181,181,Bug,390,55,35,50,55,110,85,646,Ice,535,71,95,85,110,95,79,1
578,545,545,578,Psychic,487,116,55,85,107,95,29,545,Ghost,680,150,100,120,100,120,90,0
715,635,635,715,Water,580,91,72,90,129,90,108,635,Normal,470,75,95,60,65,60,115,0
201,699,201,201,Rock,410,70,100,115,30,65,30,699,Bug,550,85,60,65,135,105,100,1
642,279,279,642,Water,305,62,44,50,44,50,55,279,Fire,530,80,120,70,110,70,80,0
212,694,212,212,Psychic,525,65,65,60,130,95,110,694,Bug,484,58,109,112,48,48,109,1
132,658,658,132,Psychic,460,40,45,65,100,120,90,658,Bug,472,70,77,60,97,60,108,0
708,380,708,708,Dragon,680,100,150,120,120,100,90,380,Rock,355,45,95,50,40,50,75,1
221,215,221,221,Bug,465,75,90,140,60,60,40,215,Water,490,95,75,80,100,110,30,1
653,367,367,653,Grass,464,114,85,70,85,80,30,367,Dragon,590,75,110,110,110,105,80,0
281,670,670,281,Water,310,50,70,50,50,50,40,670,Ghost,370,60,40,60,95,60,55,0
150,297,150,150,Rock,355,35,40,100,90,55,35,297,Grass,220,40,40,50,30,30,30,1
312,41,41,312,Normal,280,60,60,60,35,35,30,41,Fairy,323,70,45,48,60,65,35,0
27,570,570,27,Normal,262,40,60,30,31,31,70,570,Dark,446,64,88,50,88,50,106,0
67,483,67,67,Water,385,65,65,65,50,50,90,483,Poison,329,63,63,47,41,41,74,1
637,323,637,637,Psychic,390,60,45,70,75,85,55,323,Normal,190,50,20,40,20,40,20,1
411,654,654,411,Steel,300,40,55,80,35,60,30,654,Water,335,55,40,50,65,85,40,0
594,186,186,594,Fighting,405,85,105,85,40,50,40,186,Water,460,125,58,58,76,76,67,0
178,580,580,178,Normal,262,60,30,30,36,56,50,580,Normal,358,62,77,62,50,42,65,0
355,55,355,355,Fire,560,70,120,100,145,105,20,55,Bug,450,70,65,60,90,75,90,1
766,626,766,766,Electric,481,62,55,52,109,94,109,626,Water,355,54,78,103,53,45,22,1
128,476,476,128,Water,320,45,67,60,35,50,63,476,Normal,480,65,76,84,54,96,105,0
421,792,792,421,Dragon,700,80,130,100,160,120,110,792,Flying,535,85,70,80,97,80,123,0
527,343,343,527,Psychic,518,68,125,65,65,115,80,343,Bug,400,65,73,55,47,75,85,0
209,198,209,209,Bug,390,65,65,45,75,45,95,198,Grass,490,75,80,95,90,100,50,1
529,679,679,529,Rock,525,60,55,145,75,150,40,679,Bug,495,80,70,40,100,60,145,0
325,343,343,325,Normal,260,50,45,45,35,35,50,343,Bug,400,65,73,55,47,75,85,0
775,88,775,775,Dragon,300,45,50,35,55,75,40,88,Water,590,95,75,180,130,80,30,1
780,117,117,780,Ghost,474,85,110,76,65,82,56,117,Normal,385,90,55,75,60,75,30,0
433,790,433,433,Grass,318,55,68,64,45,55,31,790,Ice,514,95,117,184,44,46,28,1
410,545,410,410,Dragon,700,95,145,130,120,90,120,545,Ghost,680,150,100,120,100,120,90,1
321,51,51,321,Fighting,237,72,60,30,20,30,25,51,Grass,490,75,80,85,110,90,50,0
799,329,799,799,Psychic,680,80,160,60,170,130,80,329,Steel,380,50,85,85,55,55,50,1
474,798,474,474,Ghost,498,150,80,44,90,54,80,798,Psychic,600,80,110,60,150,130,70,1
5,689,5,5,Fire,309,39,52,43,60,50,65,689,Normal,350,70,83,50,37,50,60,1
56,106,56,56,Ground,265,10,55,25,35,45,95,106,Psychic,483,85,73,70,73,115,67,1
558,232,232,558,Fire,308,65,63,45,45,45,45,232,Bug,500,80,125,75,40,95,85,0
281,512,281,281,Water,310,50,70,50,50,50,40,512,Grass,594,90,132,105,132,105,30,1
169,182,169,169,Grass,525,80,82,100,83,100,80,182,Bug,250,40,60,40,40,40,30,1
143,267,143,143,Water,535,130,85,80,85,95,60,267,Rock,410,70,84,70,65,70,51,1
300,337,337,300,Normal,270,40,55,30,30,30,85,337,Fighting,510,60,100,85,80,85,100,0
389,331,331,389,Ghost,295,20,40,90,30,90,25,331,Steel,330,50,70,100,40,40,30,0
531,759,531,531,Ice,480,70,80,70,80,70,110,759,Rock,306,42,52,67,39,56,50,1
48,126,48,48,Poison,455,75,80,70,65,75,90,126,Water,295,30,40,70,70,25,60,1
98,330,330,98,Water,305,30,65,100,45,25,40,330,Steel,480,50,105,125,55,95,50,0
465,512,512,465,Electric,405,60,45,70,45,90,95,512,Grass,594,90,132,105,132,105,30,0
476,221,476,476,Normal,480,65,76,84,54,96,105,221,Bug,465,75,90,140,60,60,40,1
255,712,712,255,Normal,250,55,20,35,20,45,75,712,Dragon,700,125,170,100,120,90,95,0
177,85,85,177,Normal,415,85,76,64,45,55,90,85,Fire,500,65,100,70,80,80,105,0
555,578,555,555,Grass,308,45,45,55,45,55,63,578,Psychic,487,116,55,85,107,95,29,1
788,627,788,788,Ghost,494,85,100,122,58,75,54,627,Water,495,74,108,133,83,65,32,1
669,759,759,669,Ghost,275,50,30,55,65,55,20,759,Rock,306,42,52,67,39,56,50,0
682,118,682,682,Fighting,510,65,125,60,95,60,105,118,Poison,340,40,65,95,60,45,35,1
100,462,100,100,Ghost,310,30,35,30,100,35,80,462,Bug,424,70,94,50,94,50,66,1
91,142,142,91,Normal,352,52,65,55,58,62,60,142,Water,640,95,155,109,70,130,81,0
43,225,43,43,Fire,299,38,41,40,50,65,65,225,Steel,610,75,125,230,55,95,30,1
456,60,60,456,Rock,350,30,42,118,42,88,30,60,Water,320,50,52,48,65,50,55,0
667,1,1,667,Psychic,335,55,55,55,85,55,30,1,Grass,318,45,49,49,65,65,45,0
560,188,560,560,Fire,528,110,123,65,100,65,65,188,Fairy,218,50,25,28,45,55,15,1
23,64,23,23,Normal,479,83,80,75,70,70,101,64,Fire,350,55,70,45,70,50,60,1
627,770,770,627,Water,495,74,108,133,83,65,32,770,Rock,521,123,77,72,99,92,58,0
291,780,291,291,Bug,395,60,70,50,100,50,65,780,Ghost,474,85,110,76,65,82,56,1
119,468,119,119,Poison,490,65,90,120,85,70,60,468,Grass,275,45,35,45,62,53,35,1
625,264,264,625,Ghost,483,58,50,145,95,105,30,264,Fire,580,115,115,85,90,75,100,0
716,101,101,716,Normal,600,100,77,77,128,128,90,101,Ghost,405,45,50,45,115,55,95,0
373,79,79,373,Water,468,110,78,73,76,71,60,79,Water,335,40,40,35,50,100,70,0
532,659,532,532,Electric,440,50,50,77,95,77,91,659,Grass,305,44,50,91,24,86,10,1
414,550,550,414,Steel,700,80,145,150,105,110,110,550,Dark,600,70,90,90,135,90,125,0
714,491,714,714,Water,580,91,72,90,129,90,108,491,Ghost,485,50,92,108,92,108,35,1
451,595,451,451,Electric,523,80,120,79,95,79,70,595,Fighting,505,105,140,95,55,65,45,1
264,744,264,264,Fire,580,115,115,85,90,75,100,744,Fighting,495,95,124,78,69,71,58,1
91,657,657,91,Normal,352,52,65,55,58,62,60,657,Bug,319,50,47,50,57,50,65,0
792,349,792,792,Flying,535,85,70,80,97,80,123,349,Water,460,70,120,40,95,40,95,1
151,538,538,151,Rock,495,70,60,125,115,70,55,538,Psychic,580,75,75,130,75,130,95,0
41,69,41,41,Fairy,323,70,45,48,60,65,35,69,Psychic,310,25,20,15,105,55,90,1
210,639,639,210,Water,210,55,45,45,25,25,15,639,Psychic,290,45,30,40,105,50,20,0
583,641,583,583,Electric,497,75,100,63,80,63,116,641,Psychic,490,110,65,75,125,85,30,1
603,634,603,603,Bug,500,75,103,80,70,80,92,634,Normal,300,55,50,40,40,40,75,1
696,384,384,696,Dark,420,72,85,70,65,70,58,384,Normal,420,70,70,70,70,70,70,0
192,459,192,192,Psychic,320,40,50,45,70,45,70,459,Bug,424,60,59,85,79,105,36,1
266,532,532,266,Rock,300,50,64,50,45,50,41,532,Electric,440,50,50,77,95,77,91,0
540,622,622,540,Psychic,580,75,125,70,125,70,115,622,Dark,488,65,90,115,45,115,58,0
24,691,24,24,Normal,579,83,80,80,135,80,121,691,Dark,370,70,55,75,45,65,60,1
433,791,791,433,Grass,318,55,68,64,45,55,31,791,Flying,245,40,30,35,45,40,55,0
681,644,681,681,Fighting,350,45,85,50,55,50,65,644,Ice,305,36,50,50,65,60,44,1
370,14,370,370,Rock,440,70,55,65,95,85,70,14,Bug,195,45,30,35,20,20,45,1
373,747,747,373,Water,468,110,78,73,76,71,60,747,Psychic,466,74,48,76,83,81,104,0
230,485,230,230,Bug,600,70,150,140,65,100,75,485,Steel,300,57,24,86,24,86,23,1
275,138,275,275,Grass,530,70,85,65,105,85,120,138,Bug,600,65,155,120,65,90,105,1
570,439,570,570,Dark,446,64,88,50,88,50,106,439,Water,314,53,51,53,61,56,40,1
593,272,272,593,Fighting,305,75,80,55,25,35,35,272,Psychic,600,100,100,100,100,100,100,0
598,388,388,598,Water,509,105,95,75,85,75,74,388,Ghost,555,64,165,75,93,83,75,0
426,45,426,426,Dragon,680,105,150,90,150,90,95,45,Normal,270,115,45,20,45,25,20,1
224,291,291,224,Steel,510,75,85,200,55,65,30,291,Bug,395,60,70,50,100,50,65,0
359,314,314,359,Normal,360,60,60,60,60,60,60,314,Normal,670,150,160,100,95,65,100,0
242,95,95,242,Water,300,35,65,35,65,35,65,95,Water,475,90,70,80,70,95,70,0
776,126,126,776,Dragon,452,68,75,53,83,113,60,126,Water,295,30,40,70,70,25,60,0
158,245,158,158,Electric,580,90,90,85,125,90,100,245,Water,465,65,40,70,80,140,70,1
705,600,705,705,Electric,580,79,115,70,125,80,111,600,Fighting,465,75,125,75,30,75,85,1
222,572,572,222,Normal,415,100,70,70,65,65,45,572,Grass,498,75,98,63,98,63,101,0
445,765,765,445,Normal,250,59,45,40,35,40,31,765,Electric,289,44,38,33,61,43,70,0
352,377,377,352,Water,500,170,90,45,90,45,60,377,Ground,500,60,70,105,70,120,75,0
43,408,43,43,Fire,299,38,41,40,50,65,65,408,Dragon,420,65,95,100,60,50,50,1
314,228,314,314,Normal,670,150,160,100,95,65,100,228,Water,430,65,95,75,55,55,85,1
725,261,261,725,Water,314,41,56,40,62,44,71,261,Normal,490,95,80,105,40,70,100,0
723,483,483,723,Fire,409,59,59,58,90,70,73,483,Poison,329,63,63,47,41,41,74,0
130,609,130,130,Water,340,30,45,55,70,55,85,609,Grass,280,45,35,50,70,50,30,1
659,478,478,659,Grass,305,44,50,91,24,86,10,478,Ghost,495,60,60,60,105,105,105,0
290,376,376,290,Bug,205,50,35,55,25,25,15,376,Ground,300,40,40,55,40,70,55,0
571,41,571,571,Grass,316,50,53,48,53,48,64,41,Fairy,323,70,45,48,60,65,35,1
240,109,240,240,Ice,450,100,100,80,60,60,50,109,Electric,330,40,30,50,55,55,100,1
233,438,438,233,Bug,600,80,185,115,40,105,75,438,Fire,534,76,104,71,104,71,108,0
451,111,451,451,Electric,523,80,120,79,95,79,70,111,Grass,325,60,40,80,60,45,40,1
223,466,466,223,Ground,430,65,75,105,35,65,85,466,Water,330,55,65,35,60,30,85,0
651,624,651,651,Bug,495,70,135,105,60,105,20,624,Ghost,303,38,30,85,55,65,30,1
589,739,589,589,Ground,328,60,85,40,30,45,68,739,Fairy,371,54,45,47,75,98,52,1
764,735,735,764,Water,500,71,73,88,120,89,59,735,Bug,411,80,52,50,90,50,89,0
738,698,698,738,Fairy,303,44,38,39,61,79,42,698,Bug,360,55,85,55,50,55,60,0
775,729,729,775,Dragon,300,45,50,35,55,75,40,729,Normal,423,85,56,77,50,77,78,0
148,286,286,148,Fire,525,65,130,60,95,110,65,286,Dark,420,70,90,70,60,60,70,0
755,487,755,755,Fairy,341,62,48,66,59,57,49,487,Rock,290,50,80,95,10,45,10,1
343,186,343,343,Bug,400,65,73,55,47,75,85,186,Water,460,125,58,58,76,76,67,1
573,752,752,573,Fire,316,50,53,48,53,48,64,752,Steel,520,60,50,150,50,150,60,0
783,420,420,783,Ghost,335,54,66,70,44,55,46,420,Dragon,600,80,90,80,130,110,110,0
313,111,313,313,Normal,440,80,80,80,55,55,90,111,Grass,325,60,40,80,60,45,40,1
79,287,79,79,Water,335,40,40,35,50,100,70,287,Normal,240,38,30,41,30,41,60,1
476,433,476,476,Normal,480,65,76,84,54,96,105,433,Grass,318,55,68,64,45,55,31,1
410,120,410,410,Dragon,700,95,145,130,120,90,120,120,Ground,345,80,85,95,30,30,25,1
591,749,749,591,Normal,445,103,60,86,60,86,50,749,Steel,325,45,80,100,35,37,28,0
30,28,28,30,Poison,438,60,85,69,65,79,80,28,Normal,442,65,90,65,61,61,100,0
700,287,700,700,Steel,580,91,90,129,90,72,108,287,Normal,240,38,30,41,30,41,60,1
347,630,630,347,Poison,467,100,73,83,73,83,55,630,Poison,329,50,50,62,40,62,65,0
734,399,734,734,Bug,213,45,22,60,27,30,29,399,Ice,290,70,40,50,55,50,25,1
630,478,478,630,Poison,329,50,50,62,40,62,65,478,Ghost,495,60,60,60,105,105,105,0
141,361,141,141,Water,540,95,125,79,60,100,81,361,Ground,340,50,70,50,50,50,70,1
318,391,391,318,Normal,240,64,51,23,51,23,28,391,Grass,460,99,68,83,72,87,51,0
155,748,155,155,Rock,615,80,135,85,70,95,150,748,Psychic,466,74,48,76,83,81,104,1
87,488,87,87,Water,490,95,75,110,100,80,30,488,Psychic,310,20,25,45,70,90,60,1
218,764,764,218,Psychic,405,190,33,58,33,58,33,764,Water,500,71,73,88,120,89,59,0
91,623,623,91,Normal,352,52,65,55,58,62,60,623,Psychic,490,72,58,80,103,80,97,0
491,720,720,491,Ghost,485,50,92,108,92,108,35,720,Grass,405,61,78,95,56,58,57,0
580,426,426,580,Normal,358,62,77,62,50,42,65,426,Dragon,680,105,150,90,150,90,95,0
254,103,103,254,Normal,465,73,95,62,85,65,85,103,Ghost,600,60,65,80,170,95,130,0
245,417,245,245,Water,465,65,40,70,80,140,70,417,Steel,580,80,75,150,75,150,50,1
315,232,232,315,Bug,266,31,45,90,30,30,40,232,Bug,500,80,125,75,40,95,85,0
132,368,368,132,Psychic,460,40,45,65,100,120,90,368,Normal,458,73,115,60,60,60,90,0
117,52,117,117,Normal,385,90,55,75,60,75,30,52,Bug,285,35,70,55,45,55,25,1
512,273,512,512,Grass,594,90,132,105,132,105,30,273,Grass,310,40,45,35,65,55,70,1
253,57,57,253,Normal,515,85,80,90,105,95,60,57,Ground,405,35,80,50,50,70,120,0
131,40,131,131,Water,520,60,75,85,100,85,115,40,Poison,505,81,102,77,85,75,85,1
574,51,574,574,Fire,498,75,98,63,98,63,101,51,Grass,490,75,80,85,110,90,50,1
577,752,752,577,Psychic,292,76,25,45,67,55,24,752,Steel,520,60,50,150,50,150,60,0
751,287,287,751,Steel,520,60,150,50,150,50,60,287,Normal,240,38,30,41,30,41,60,0
794,213,794,794,Dark,680,126,131,95,131,98,99,213,Dark,525,95,65,110,60,130,65,1
406,428,428,406,Water,330,43,30,55,40,65,97,428,Steel,600,100,100,100,100,100,100,0
272,334,272,272,Psychic,600,100,100,100,100,100,100,334,Steel,630,70,140,230,60,80,50,1
573,582,582,573,Fire,316,50,53,48,53,48,64,582,Electric,295,45,60,32,50,32,76,0
388,487,388,388,Ghost,555,64,165,75,93,83,75,487,Rock,290,50,80,95,10,45,10,1
347,195,347,347,Poison,467,100,73,83,73,83,55,195,Electric,365,70,55,55,80,60,45,1
48,186,48,48,Poison,455,75,80,70,65,75,90,186,Water,460,125,58,58,76,76,67,1
105,652,105,105,Psychic,328,60,48,45,43,90,42,652,Grass,294,69,55,45,55,55,15,1
512,348,512,512,Grass,594,90,132,105,132,105,30,348,Water,305,45,90,20,65,20,65,1
416,577,416,416,Ice,580,80,50,100,100,200,50,577,Psychic,292,76,25,45,67,55,24,1
277,797,797,277,Fire,310,45,60,40,70,50,45,797,Rock,700,50,160,110,160,110,110,0
363,237,363,363,Grass,335,50,85,40,85,40,35,237,Fire,250,40,40,40,70,40,20,1
141,199,141,141,Water,540,95,125,79,60,100,81,199,Water,250,70,20,50,20,50,40,1
473,571,473,473,Ghost,348,90,50,34,60,44,70,571,Grass,316,50,53,48,53,48,64,1
416,488,488,416,Ice,580,80,50,100,100,200,50,488,Psychic,310,20,25,45,70,90,60,0
451,746,451,451,Electric,523,80,120,79,95,79,70,746,Psychic,355,62,48,54,63,60,68,1
4,738,4,4,Grass,625,80,100,123,122,120,80,738,Fairy,303,44,38,39,61,79,42,1
364,754,364,364,Grass,475,70,115,60,115,60,55,754,Fairy,462,101,72,72,99,89,29,1
330,276,330,330,Steel,480,50,105,125,55,95,50,276,Grass,630,70,110,75,145,85,145,1
334,616,616,334,Steel,630,70,140,230,60,80,50,616,Fire,480,105,140,55,30,55,95,0
344,353,344,344,Bug,400,65,47,55,73,75,85,353,Fire,305,60,60,40,65,45,35,1
734,128,128,734,Bug,213,45,22,60,27,30,29,128,Water,320,45,67,60,35,50,63,0
199,248,248,199,Water,250,70,20,50,20,50,40,248,Dark,500,75,90,50,110,80,95,0
49,306,306,49,Grass,320,45,50,55,75,65,30,306,Psychic,518,68,65,65,125,115,80,0
97,630,630,97,Poison,500,105,105,75,65,100,50,630,Poison,329,50,50,62,40,62,65,0
446,240,446,446,Normal,410,79,85,60,55,60,71,240,Ice,450,100,100,80,60,60,50,1
243,628,628,243,Water,480,75,105,75,105,75,45,628,Rock,401,55,112,45,74,45,70,0
754,148,148,754,Fairy,462,101,72,72,99,89,29,148,Fire,525,65,130,60,95,110,65,0
171,209,209,171,Fire,405,58,64,58,80,65,80,209,Bug,390,65,65,45,75,45,95,0
203,500,203,203,Grass,250,35,35,40,35,55,50,500,Ground,330,68,72,78,38,42,32,1
7,663,7,7,Fire,534,78,84,78,109,85,100,663,Steel,520,60,100,115,70,85,90,1
26,260,26,26,Normal,413,55,81,60,50,70,97,260,Fire,365,45,75,37,70,55,83,1
457,338,338,457,Rock,495,60,52,168,47,138,30,338,Electric,295,40,45,40,65,40,65,0
251,378,251,251,Ground,330,90,60,60,40,40,40,378,Rock,355,66,41,77,61,87,23,1
642,138,138,642,Water,305,62,44,50,44,50,55,138,Bug,600,65,155,120,65,90,105,0
52,766,766,52,Bug,285,35,70,55,45,55,25,766,Electric,481,62,55,52,109,94,109,0
406,600,406,406,Water,330,43,30,55,40,65,97,600,Fighting,465,75,125,75,30,75,85,1
456,621,621,456,Rock,350,30,42,118,42,88,30,621,Dark,348,50,75,70,35,70,48,0
124,315,124,124,Normal,490,105,95,80,40,80,90,315,Bug,266,31,45,90,30,30,40,1
589,415,589,589,Ground,328,60,85,40,30,45,68,415,Rock,580,80,100,200,50,100,50,1
89,635,635,89,Electric,325,25,35,70,95,55,45,635,Normal,470,75,95,60,65,60,115,0
672,759,672,672,Dragon,320,46,87,60,30,40,57,759,Rock,306,42,52,67,39,56,50,1
85,260,85,85,Fire,500,65,100,70,80,80,105,260,Fire,365,45,75,37,70,55,83,1
278,18,278,278,Fire,405,60,85,60,85,60,55,18,Bug,205,45,25,50,25,25,35,1
162,743,162,162,Dragon,600,91,134,95,100,100,80,743,Fighting,348,67,82,62,46,48,43,1
660,343,343,660,Grass,489,74,94,131,54,116,20,343,Bug,400,65,73,55,47,75,85,0
451,426,426,451,Electric,523,80,120,79,95,79,70,426,Dragon,680,105,150,90,150,90,95,0
537,362,362,537,Electric,520,50,65,107,105,107,86,362,Ground,520,80,100,80,80,80,100,0
147,232,147,147,Electric,525,65,65,60,110,95,130,232,Bug,500,80,125,75,40,95,85,1
203,753,203,203,Grass,250,35,35,40,35,55,50,753,Fairy,341,78,52,60,63,65,23,1
487,25,487,487,Rock,290,50,80,95,10,45,10,25,Normal,253,30,56,35,25,35,72,1
35,701,701,35,Poison,275,55,47,52,40,40,41,701,Rock,580,91,129,90,72,90,108,0
76,751,751,76,Grass,300,50,75,35,70,30,40,751,Steel,520,60,150,50,150,50,60,0
734,8,8,734,Bug,213,45,22,60,27,30,29,8,Fire,634,78,130,111,130,85,100,0
399,163,163,399,Ice,290,70,40,50,55,50,25,163,Psychic,680,106,110,90,154,90,130,0
511,50,511,511,Grass,494,90,92,75,92,85,60,50,Grass,395,60,65,70,85,75,40,1
197,128,128,197,Electric,610,90,95,105,165,110,45,128,Water,320,45,67,60,35,50,63,0
63,526,63,63,Fighting,455,65,105,60,60,70,95,526,Normal,535,85,80,70,135,75,90,1
418,534,418,418,Dragon,600,80,80,90,110,130,110,534,Electric,520,50,65,107,105,107,86,1
260,442,260,260,Fire,365,45,75,37,70,55,83,442,Normal,245,40,55,30,30,30,60,1
206,154,154,206,Normal,360,55,70,55,40,55,85,154,Rock,515,80,105,65,60,75,130,0
388,733,388,388,Ghost,555,64,165,75,93,83,75,733,Bug,200,38,35,40,27,25,35,1
318,490,490,318,Normal,240,64,51,23,51,23,28,490,Normal,411,76,65,45,92,42,91,0
86,669,669,86,Water,315,90,65,65,40,40,15,669,Ghost,275,50,30,55,65,55,20,0
59,646,59,59,Normal,440,65,70,60,65,65,115,646,Ice,535,71,95,85,110,95,79,1
774,515,515,774,Rock,500,50,50,150,50,150,50,515,Normal,515,110,85,95,80,95,50,0
272,512,272,272,Psychic,600,100,100,100,100,100,100,512,Grass,594,90,132,105,132,105,30,1
423,283,423,423,Water,770,100,150,90,180,160,90,283,Water,535,100,110,90,85,90,60,1
54,658,658,54,Bug,305,60,55,50,40,55,45,658,Bug,472,70,77,60,97,60,108,0
243,747,747,243,Water,480,75,105,75,105,75,45,747,Psychic,466,74,48,76,83,81,104,0
788,660,788,788,Ghost,494,85,100,122,58,75,54,660,Grass,489,74,94,131,54,116,20,1
276,473,276,276,Grass,630,70,110,75,145,85,145,473,Ghost,348,90,50,34,60,44,70,1
395,439,439,395,Psychic,260,95,23,48,23,48,23,439,Water,314,53,51,53,61,56,40,0
499,396,499,499,Fighting,625,70,145,88,140,70,112,396,Ice,300,50,50,50,50,50,50,1
576,424,576,576,Water,498,75,98,63,98,63,101,424,Ground,670,100,150,140,100,90,90,1
67,202,67,67,Water,385,65,65,65,50,50,90,202,Water,500,90,75,75,90,100,70,1
392,443,443,392,Psychic,425,65,50,70,95,80,65,443,Normal,340,55,75,50,40,40,80,0
651,159,159,651,Bug,495,70,135,105,60,105,20,159,Fire,580,90,100,90,125,85,90,0
489,187,187,489,Normal,220,100,5,5,15,65,30,187,Electric,205,20,40,15,35,35,60,0
513,740,513,513,Dark,510,70,120,65,45,85,125,740,Fairy,552,78,65,68,112,154,75,1
526,538,538,526,Normal,535,85,80,70,135,75,90,538,Psychic,580,75,75,130,75,130,95,0
3,625,3,3,Grass,525,80,82,83,100,100,80,625,Ghost,483,58,50,145,95,105,30,1
182,688,688,182,Bug,250,40,60,40,40,40,30,688,Normal,490,95,110,95,40,95,55,0
738,11,11,738,Fairy,303,44,38,39,61,79,42,11,Water,405,59,63,80,65,80,58,0
271,403,271,271,Fire,680,106,130,90,110,154,90,403,Water,485,55,104,105,94,75,52,1
570,560,570,570,Dark,446,64,88,50,88,50,106,560,Fire,528,110,123,65,100,65,65,1
549,721,549,549,Water,600,100,100,100,100,100,100,721,Grass,530,88,107,122,74,75,64,1
675,296,296,675,Ice,305,55,70,40,60,40,40,296,Water,480,80,70,70,90,100,70,0
599,683,683,599,Fighting,465,120,100,85,30,85,45,683,Dragon,485,77,120,90,60,90,48,0
177,483,177,177,Normal,415,85,76,64,45,55,90,483,Poison,329,63,63,47,41,41,74,1
97,473,473,97,Poison,500,105,105,75,65,100,50,473,Ghost,348,90,50,34,60,44,70,0
619,290,619,619,Bug,325,50,65,85,35,35,55,290,Bug,205,50,35,55,25,25,15,1
344,546,546,344,Bug,400,65,47,55,73,75,85,546,Ghost,680,150,120,100,120,100,90,0
750,580,580,750,Steel,448,59,110,150,45,49,35,580,Normal,358,62,77,62,50,42,65,0
431,401,431,431,Psychic,600,50,70,160,70,160,90,401,Ice,530,110,80,90,95,90,65,1
242,712,712,242,Water,300,35,65,35,65,35,65,712,Dragon,700,125,170,100,120,90,95,0
404,13,13,404,Water,485,55,84,105,114,75,52,13,Water,630,79,103,120,135,115,78,0
404,617,617,404,Water,485,55,84,105,114,75,52,617,Fire,540,105,30,105,140,105,55,0
693,120,693,693,Fire,484,85,97,66,105,66,65,120,Ground,345,80,85,95,30,30,25,1
94,496,496,94,Water,325,65,45,55,45,70,45,496,Normal,390,135,85,40,40,85,5,0
332,30,332,332,Steel,430,60,90,140,50,50,40,30,Poison,438,60,85,69,65,79,80,1
427,504,427,427,Dragon,780,105,180,100,180,100,115,504,Poison,300,48,61,40,61,40,50,1
613,342,613,613,Ground,351,60,82,45,45,45,74,342,Electric,405,60,40,50,75,85,95,1
93,573,93,93,Normal,460,60,110,70,60,60,100,573,Fire,316,50,53,48,53,48,64,1
505,494,494,505,Poison,490,83,106,65,86,65,85,494,Dragon,600,108,130,95,80,85,102,0
614,114,614,614,Ground,519,95,117,80,65,70,92,114,Ground,425,60,80,110,50,80,45,1
614,94,614,614,Ground,519,95,117,80,65,70,92,94,Water,325,65,45,55,45,70,45,1
13,275,275,13,Water,630,79,103,120,135,115,78,275,Grass,530,70,85,65,105,85,120,0
438,145,438,438,Fire,534,76,104,71,104,71,108,145,Normal,325,55,55,50,45,65,55,1
233,350,350,233,Bug,600,80,185,115,40,105,75,350,Water,560,70,140,70,110,65,105,0
